id,entity_type,entity_id,parent_id,name,normalized_name,category_code,status,founded_at,closed_at,domain,homepage_url,twitter_username,short_description,description,overview,tag_list,country_code,state_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,created_by,created_at,updated_at,lifetime in year,current_unicorn,past_unicorn,is_unicorn,sucessfull
c:10057,Company,10057,,exchangeP,exchangep,web,operating,1/1/2008 0:00,,exchangep.com,http://www.exchangep.com,,,Fantasy Stock Market,"exchangeP is a fantasy stock market for betting on the future success (or failure) of private companies.  Registration is free and monthly cash prizes are awarded to the top traders.  

exchangeP uses the wisdom of crowds to provide real-time consensus valuations of the hottest, most debated, private companies.  How much is that company really worth?  Let the market decide.","techcrunch50, tc50, wisdom-of-the-crowds, fantasy, stock-market",,,,unknown,,,0,0,,,0,0,9/9/2008 0:00,9/9/2008 0:00,1,2,,8/25/2008 17:54,4/2/2009 15:34,5,,,0,0
c:10058,Company,10058,,cosinity,cosinity,web,operating,3/1/2008 0:00,,cosinity.com,http://www.cosinity.com,,,Application Developer,,,USA,AZ,Chandler,Phoenix,,,0,0,,,0,0,,,0,0,gene,8/25/2008 18:16,4/2/2009 15:34,5,,,0,0
c:100607,Company,100607,,Jogabo,jogabo,games_video,operating,1/1/2011 0:00,,jogabo.com,http://jogabo.com,Jogabo,,Meetup meets Nike+ for soccer,"Jogabo is a location aware soccer platform that allows users to organize games, share their plans and discover opportunities to play in their area. Their aim is to make amateur soccer ""bonito"" by connecting soccer enthusiasts, facilitating the organization of games and adding a layer of fun and competitiveness to the beautiful game.","football, soccer, social-media",USA,CA,San Francisco,SF Bay,,,0,0,11/4/2011 0:00,11/4/2011 0:00,1,40000,12/1/2012 0:00,12/1/2012 0:00,1,5,mehdidjabri,9/7/2011 8:58,12/27/2012 2:16,2,,,0,0
c:10066,Company,10066,,Adgregate Markets,adgregate markets,ecommerce,operating,5/1/2008 0:00,,adgregate.com,http://www.adgregate.com,Adgregate,,E-commerce advertising markets,"Sausalito, CA

Adgregate Markets is the leading provider of secure advertising and social commerce solutions. ShopFans turns social shopping on Facebook from conversations into conversions and is the only secure social commerce solutions in the market. More IR Top 500 companies and big brands use ShopFans than any other Facebook commerce provider. ShopAds guide prospective customers from the point of discovery to the point of purchase entirely within innovative online and mobile ads. Adgregate is a privately held company based in the San Francisco Bay Area and is venture-backed by leading investors. Adgregate has received numerous industry awards for its innovative advertising technology, including ad:tech's White Hot Company, Techcrunch50 Finalist, and AlwaysOn OnMedia 100 Winner, recognizing the top private companies in digital media and advertising.","techcrunch50, tc50, widget, online-advertising, transaction",USA,CA,Sausalito,SF Bay,,,0,0,,,0,0,6/1/2009 0:00,11/18/2013 0:00,3,5,,8/25/2008 18:39,6/28/2013 20:59,5,,,0,0
c:100716,Company,100716,,payolution,payolution,ecommerce,operating,2/1/2011 0:00,,payolution.com,http://www.payolution.com,,,online payment solutions,"payolution is offering seamless white-label invoicing and instalment solutions for e-retail and travel. Invoice is by far the preferred payment method by consumers and therefore conversion rates at the check-out by up to 80%. Payment by installments are hardly offered in Europe as merchants were not able to take the risk and refinance outstanding money. Therefore payolution is absorbing the credit risk and paying the merchant in advance. 

payolution is based in Vienna and was founded by Michael Altrichter (co-founder paysafecard) and Stefan Kalteis (co-founder 123people).",,AUT,,Vienna,Vienna,,,0,0,,,0,0,7/1/2010 0:00,7/1/2010 0:00,1,2,,9/7/2011 10:49,9/24/2011 13:18,2,,,0,0
c:100719,Company,100719,,Testimonial Monkey,testimonial monkey,software,operating,7/1/2011 0:00,,testimonialmonkey.cm,http://www.testimonialmonkey.cm,TMonkey_UK,,Customer feedback and review,"Testimonial Monkey makes it easy for companies to get feedback from their customers.  All of the feedback is guaranteed to be shown and the user can respond publicly to each review which enables the service to be used as a two way communication and customer service tool, helping to improve customer satisfaction and reduce product returns.  

How it works: Your customers are asked to provide a testimonial and once given they are displayed on your own unique page at Testimonial Monkey.  You can also choose to integrate and automatically display them on your own website and social media accounts.  You can also respond publicly to the customer comments, so the process is an interactive two way one.

This honest and open approach to customer feedback helps businesses to improve website conversion rates and boost company profits.  Reviews can also be shared with social media sites such as Facebook and Twitter helping businesses to build their online reputation and brand.

There are five separate plans, so there is something here for everyone. The cheapest plan works out at Â£29 per month, but this has limited functionality and services. The most expensive is designed for enterprises at Â£499 per month. No matter which plan you prefer, the site gives you access to a 30-day free trial too.
","consumer-review, customer-testimonials, social-commerce, online-customer-feedback",GBR,,Mansfield,Mansfield,,,0,0,,,0,0,7/1/2011 0:00,7/1/2011 0:00,1,2,tmonkey_uk,9/7/2011 10:53,9/24/2011 13:18,2,,,0,0
c:10073,Company,10073,,Rush Hour,rush hour,other,operating,10/30/2008 0:00,,rushhouranalytics.com,http://rushhouranalytics.com,timeforrushhour,,,"Rush Hour provides real time action and event based web analytics.  They are set to launch in late 2008, but are currently testing their technology with TweetRush, their primary product.","analytics, api-stats, actions, web-stats, application-analytics, user-behaviour",IRL,,Cork,Cork,,,0,0,,,0,0,5/2/2008 0:00,5/2/2008 0:00,1,5,cameronc,8/25/2008 19:02,12/5/2012 4:53,5,,,0,0
c:100734,Company,100734,,spreet.it,spreet it,software,operating,9/1/2010 0:00,,spreet.it,http://www.spreet.it,spreet_it,,hyperlocal communication tool,"Spreet.it, short for 'spread it in your street', is a map based tool which brings together people that do not know each other yet. Put in a nutshell, users are able to spread a locally relevant message from a defined position on a map. 
In addition to that, users place virtual antennas on a map and define a radius in which they want to listen to messages by other users. By doing so, users can listen to messages spread in different areas they have an interest in without being physically present. We do not consider ourselves to be part of social media as we know it, but more precisely of what we would name 'local media'.

The team is quite straightforward at the moment. Roman is a professional coder specializing on ruby on rails and edgy developments of all kinds. He has gained a lot of experience working as a freelancer for different companies throughout the past years. Mathis is a law student just about graduating from Bucerius Law School in Hamburg. He has experience in e-commerce and is the project manager at spreet.it. We are close friends and are more than just passionate for our 'baby' - we have spent hours and hours on spreet.it in the past months and think of improvements day and night. We are open for any criticism, feedback, or partnership. Feel free to contact us, we wil get back to you as soon as possible.

We are still self-funded, but we are looking for a strong partner and investor. By now we have a public beta-version of spreet.it online. We are seeking feedback and proceeding the work on our web app. The iPhone app will be presented very soon.","location-based-service, hyperlocal, local-communication, mobile",,,,unknown,,,0,0,,,0,0,,,0,0,spreet,9/7/2011 11:11,9/24/2011 13:18,3,,,0,0
c:100756,Company,100756,,Ambitious Minds,ambitious minds,education,operating,1/1/2009 0:00,,ambitiousminds.co.uk,http://www.ambitiousminds.co.uk,AMthoughts,,Education specialists,Ambitious Minds is an education specialist that delivers effective employability and life skills to young adults. Our work is supported by data-led research into the social and economic problems facing young people today.,,GBR,,Liverpool,Liverpool,,,0,0,9/7/2011 0:00,9/7/2011 0:00,1,559522,,,0,0,timircha,9/7/2011 11:39,10/18/2012 2:12,4,,,0,0
c:10078,Company,10078,,Foodproof,foodproof,web,operating,3/3/2008 0:00,,foodproof.com,http://www.foodproof.com,,,Food Community,"FoodProof was a food community where users could post videos, photos, blogs, recipes, and more.

The company was composed of a small team of technologists and designers who built FoodProof from scratch, using primarily open source tools. Their video encoding framework was custom-built, and allowed for direct uploading of video content to the site, where it was processed and stored in [Amazon](/company/amazon)'s cloud.

","cooking, food",USA,CA,Oakland,SF Bay,,,0,0,,,0,0,,,0,1,cameronc,8/25/2008 20:04,8/1/2013 3:54,5,,,0,0
c:10082,Company,10082,,iCharts,icharts,analytics,operating,1/1/2008 0:00,,icharts.net,http://www.icharts.net,icharts,iCharts is a SaaS-based company providing online services for interactive chart creation and social sharing.,searchable interactive online charts,"iCharts is a U.S. based SaaS company providing an easy and affordable online service for interactive chart creation and social sharing. iCharts offerings range from free consumer subscriptions to high-end business subscriptions. The company's vision is to empower the world to explore and share data by enabling the free flow of visual data among data owners, media, business and consumers.

Founded in 2008, iCharts has become the leading chart processing, creation and distribution platform for business customers that include Fortune 500 companies and the market research firms that serve them. iCharts is headquartered in Sunnyvale, California, and has offices in Munich, Germany and Pune, India.","techcrunch50, tc50, web-services, saas, charts, data-visualization, infographics",USA,CA,Sunnyvale,SF Bay,,,0,0,2/29/2012 0:00,2/29/2012 0:00,1,3100000,8/10/2009 0:00,2/28/2012 0:00,3,5,,8/25/2008 20:44,6/28/2013 21:00,5,,,0,0
c:100829,Company,100829,,Startups.co.uk,startups,enterprise,operating,5/10/2013 0:00,,startups.co.uk,http://www.startups.co.uk,startupsfeed,,funding for product developer,,,,,,unknown,,,0,0,,,0,0,,,0,0,,9/7/2011 13:34,9/3/2013 10:20,0,,,0,0
c:100841,Company,100841,,SchedJoules,schedjoules,ecommerce,operating,9/10/2010 0:00,,schedjoules.com,http://schedjoules.com,schedjoules,,Calendar Stores for Web and Mobile,"Are you looking to add complete, accurate and therefore reliable public calendars to your application? Look no further. SchedJoules offers the most comprehensive public calendar store worldwide. Add our calendar store to your mobile and web app to enrich your application and start monetizing your app today. SchedJoules distributes over 180.000 calendar in the categories holidays, sports, finance and weather.","calendar, mobile, content, agenda, sports, weather, holiday, finance",NLD,,Amsterdam,Amsterdam,,,0,0,,,0,0,4/15/2013 0:00,4/15/2013 0:00,1,2,rutgergeelen,9/7/2011 13:44,5/17/2013 4:08,3,,,0,0
c:100842,Company,100842,,NethostIn,nethostin,ecommerce,operating,4/27/2011 0:00,,nethostin.com,http://Nethostin.com,,,Web Hosting and domain registration,"Nethostin.com is the speedy growing web hosting company in India, which provides IT services under 1 roof to its reseller and clients. Nethostin provides all web hosting related IT services from domain registration, Linux hosting, windows hosting, VPS hosting, Managed dedicated server, UN-managed dedicated server, Indian Shared hosting, US shared hosting, UK shared hosting, Free hosting, Email hosting, Email server, Game server, VOIP server, designing..","linux-hosting, windows-hosting, vps-hosting, managed-dedicated-server, unmanaged-dedicated-server, indian-shared-hosting, us-shared-hosting, uk-shared-hosting, free-hosting, email-hosting, email-server, game-server, voip-server, designing-",IND,MD,,Maryland - Other,,,0,0,,,0,0,4/27/2011 0:00,4/27/2011 0:00,1,1,,9/7/2011 13:46,9/24/2011 13:22,2,,,0,0
c:100873,Company,100873,,Circlefive,circlefive,software,operating,1/1/2011 0:00,,circlefive.com,http://circlefive.com,circlefiveme,,Referral Marketing SaaS,Circlefive connects the consumer and the company to ensure customer satisfaction and word of mouth referrals.,"customer-satisfaction, survey, lead-generation",USA,UT,Ogden,Salt Lake City,,,0,0,,,0,0,1/1/2011 0:00,1/1/2011 0:00,1,3,rjwalker,9/7/2011 14:29,1/30/2013 3:05,2,,,0,0
c:100926,Company,100926,,EpiAnalytics,epianalytics,software,operating,9/1/2008 0:00,,epianalytics.com,http://www.epianalytics.com,EpiAnalytics,,Text and Sentiment Analytics,"EpiAnalytics provides easy-to-use text and sentiment analysis so companies can actively reduce costs, gain consumer insight, make better customer-focused decisions and automate response to customer service requests and survey comments.

EpiAnalytics solution suite consists of three main offerings designed to improve the customer experience BEFORE - DURING - and AFTER a customer engages with an organization.  Our solutions are:  

* RedFlag Contact Center Early Warning System
* SmartCase Business Intelligence, Process Automation, Agent Efficiency
* Reason Customer Feedback Solutions

FEATURES

The EpiAnalytics embedded real-time technology automatically identifies the reason why customers are contacting an organization. Accurate text analytics automatically code inbound emails, Cases, Leads and survey responses. 

Analyze Twitter or Facebook comments.  EpiAnalytics Social Media Content Classification solutions helps contact centers provide insight into customers' perception about the organization, its products, services, business processes, and agent behavior. 

BENEFITS

Increased Agent Efficiency / Lower Costs: 
* Automated routing to Agent or Queue with knowledge recommendations 
* Automated Response attaching knowledge article and close Cases 
* Risk Management: ensuring important issues don't fall through the cracks 
* The system learns from Agent activities and leverages business processes 
* Reduce Case resolution time by over 65% 

Increase Customer / Agent Satisfaction 
* Faster Customer Response Speed 
* Increase Agent productivity 
* Gain customer insight from all Salesforce.com CRM data 
* Identify and resolve troubling issues as they emerge 

Start a Trail today, email: sales@epianalytics.com","twitter-sentiment-analysis, nlp, epianalytics, survey, coding--classification, contact-center, intelligent-agent-desktop",USA,CA,Carlsbad,San Diego,,,0,0,,,0,0,10/1/2008 0:00,10/1/2008 0:00,1,3,,9/7/2011 15:48,11/6/2013 12:36,5,,,0,0
c:10104,Company,10104,,Galaxy,galaxy,software,closed,6/1/2008 0:00,7/1/2010 0:00,mygalaxyhq.com,http://mygalaxyhq.com,,,Online Work Collaboration Software,"Galaxy is an online collaborative work environment that connects people and projects around the world. 

Galaxy features a unique dashboard that allows managers to see every group, user, and project from one screen. Users get up and running fast, allowing managers the ability to quickly create, task, and prioritize projects. Galaxy claims to save managers time, while in the process, empowering the elements of every project: the people.

Galaxy attempts to simplify project management through it's simple and effective screens and interactions. ","project-management, team-management, online-collaboration, web-application, remote-collaboration, remote-access, project-portal",USA,CA,San Diego,San Diego,,,0,0,,,0,0,10/6/2013 0:00,10/6/2013 0:00,1,2,,8/26/2008 6:43,7/30/2010 0:36,5,,,0,0
c:10105,Company,10105,,plaYce,playce,games_video,operating,1/1/2008 0:00,,playce.com,http://www.playce.com,,,Dead Pool,"plaYce is ""Making the World a Playground"" by providing a 3D virtual world for games and social interaction, based on the real world.

plaYce's proprietary technology automatically and accurately reconstructs the entire world in 3D and streams it with high frame rate from within the browser.  Consequently, this unique, immersive, ""Mirror World"" gaming experience does not rely on a heavy client download. plaYce is designed such that every pixel has a world co-ordinate, enabling integration with user generated content and other forms of geo-tagged data.

plaYce connects gamers with their social graph through quick engagement, synchronous, social games. At the same time, plaYce provides Game-Infrastructure-as-a-Service, enabling independent developers to design games situated anywhere in the world: car races in Hong Kong, first-person shooters in the Amazon, treasure hunts in Manhattan, etc.  Aside from the technological benefits, plaYce saves game designers 50-75% of development costs and significant time to market.","techcrunch50, tc50, gaming, virtual-world, mirror-world, 3d, geo",USA,CA,San Francisco,SF Bay,,,0,0,,,0,0,2/24/2009 0:00,2/24/2009 0:00,1,3,,8/26/2008 7:13,6/28/2013 21:01,5,,,0,0
c:101052,Company,101052,,Icount.com,icount,government,operating,5/5/2010 0:00,,icount.com,http://www.icount.com,icount_com,,icount.com,"Icount is a SaaS provider of solutions to the political space aimed at increasing citizen participation at all levels of government. 

These solutions include interactive agendas for public meetings, polling engines, topical discussion boards, direct messages to elected officials, get-out-the-vote apps, and more. 

Through Icount's unique validation process, users are connected directly with their elected officials at the local, state and national levels. Users can engage with their representatives on individual sites or through Icount's Citizen Portal. The Citizen Portal allows users to connect with all of their elected officials in one place, get an aggregated view of the social feeds, rss, videos and press releases from their elected officials, and connect with others to increase influence and improve political engagement. ","social-media, politics, saas, political, social-lobbying, lobbying, voting, votes, voters, agendas, polling, messaging",USA,UT,Orem,Salt Lake City,,,0,0,5/1/2010 0:00,1/1/2011 0:00,2,182500,,,0,3,troy_bingham,9/7/2011 18:03,9/24/2011 13:26,3,,,0,0
c:10106,Company,10106,,Thomson Reuters,thomson reuters,public_relations,ipo,4/17/2008 0:00,,thomsonreuters.com,http://thomsonreuters.com,ThomsonReuters,,Intelligent Information Provider,"Thomson Reuters is the world's leading source of intelligent information for businesses and professionals. TR offers industry expertise with innovative technology to deliver critical information to leading decision makers in the financial, legal, tax and accounting, scientific, healthcare and media markets, powered by the world's most trusted news organization. 

With headquarters in New York and major operations in London and Eagan, Minn., Thomson Reuters employs more than 50,000 people in 93 countries. Thomson Reuters shares are listed on the New York Stock Exchange, Toronto Stock Exchange, London Stock Exchange and Nasdaq. ",,USA,NY,New York,New York,,,0,0,,,0,0,6/8/2010 0:00,4/29/2013 0:00,4,100,,8/26/2008 7:43,8/9/2012 13:33,5,,,0,1
